"GISJOIN","GISJOIN_T","COUNTY_CODE","STATEA","COUNTYA","TRACTA","BLOCKA","ET2001","ET2002","ET2003","ET2004","ET2005","ET2006","ET2007","ET2008","ET2009","ET2010"
"G1100010007901203","G1100010007901",11001,11,1,7901,"203",0,170,0,0,0,0,0,0,0,0
"G1100010007901204","G1100010007901",11001,11,1,7901,"204",2,178,0,0,0,0,7,0,0,0
"G1100010007901205","G1100010007901",11001,11,1,7901,"205",3,118,0,1,0,0,0,0,0,0
"G1100010007901206","G1100010007901",11001,11,1,7901,"206",4,118,1,0,0,1,0,0,0,0
"G1100010007901301","G1100010007901",11001,11,1,7901,"301",4,196,0,1,0,0,1,0,0,0
"G1100010007901302","G1100010007901",11001,11,1,7901,"302",7,138,0,3,0,0,0,0,0,0
"G1100010007901303","G1100010007901",11001,11,1,7901,"303",0,117,0,0,0,0,0,0,0,0
"G1100010007901304","G1100010007901",11001,11,1,7901,"304",0,104,0,0,0,0,0,0,0,0
"G1100010007901305","G1100010007901",11001,11,1,7901,"305",0,161,0,0,0,0,0,0,0,0
"G1100010007901306","G1100010007901",11001,11,1,7901,"306",9,215,0,0,0,0,3,0,0,0
"G1100010007901307","G1100010007901",11001,11,1,7901,"307",4,144,0,0,0,0,0,0,0,1
"G1100010007901401","G1100010007901",11001,11,1,7901,"401",6,122,0,0,0,0,0,0,0,0
"G1100010007901402","G1100010007901",11001,11,1,7901,"402",1,133,0,0,0,0,0,0,0,0
"G1100010007901403","G1100010007901",11001,11,1,7901,"403",7,231,0,0,0,0,0,0,0,3
"G1100010007901405","G1100010007901",11001,11,1,7901,"405",1,141,0,0,0,0,1,0,0,0
"G1100010007901406","G1100010007901",11001,11,1,7901,"406",2,112,0,1,0,0,0,0,0,0
"G1100010007901407","G1100010007901",11001,11,1,7901,"407",3,458,0,0,0,0,0,0,0,0
"G1100010007903101","G1100010007903",11001,11,1,7903,"101",1,163,0,0,0,0,1,0,0,0
"G1100010007903105","G1100010007903",11001,11,1,7903,"105",7,73,0,0,0,0,0,0,0,0
"G1100010007903107","G1100010007903",11001,11,1,7903,"107",1,230,0,0,0,0,0,0,0,0
"G1100010007903108","G1100010007903",11001,11,1,7903,"108",0,200,0,0,0,0,0,0,0,0
"G1100010007903109","G1100010007903",11001,11,1,7903,"109",0,156,1,0,0,1,0,0,0,7
"G1100010007903201","G1100010007903",11001,11,1,7903,"201",0,34,0,0,0,0,0,0,0,0
"G1100010007903202","G1100010007903",11001,11,1,7903,"202",0,95,1,0,0,0,1,0,0,0
"G1100010007903203","G1100010007903",11001,11,1,7903,"203",2,79,0,0,0,0,4,0,0,1
"G1100010007903205","G1100010007903",11001,11,1,7903,"205",3,140,0,0,0,0,1,0,0,0
"G1100010007903206","G1100010007903",11001,11,1,7903,"206",0,127,2,0,0,0,6,0,0,0
"G1100010007903207","G1100010007903",11001,11,1,7903,"207",2,186,0,0,0,0,0,0,0,0
"G1100010007903301","G1100010007903",11001,11,1,7903,"301",0,168,1,0,0,0,0,0,0,0
"G1100010007903302","G1100010007903",11001,11,1,7903,"302",1,53,0,2,0,0,0,0,0,0
"G1100010007903303","G1100010007903",11001,11,1,7903,"303",0,87,1,0,0,0,0,0,0,0
"G1100010007903304","G1100010007903",11001,11,1,7903,"304",0,113,0,0,0,0,0,0,0,0
"G1100010007903305","G1100010007903",11001,11,1,7903,"305",1,3,0,0,0,0,0,0,0,0
"G1100010007903306","G1100010007903",11001,11,1,7903,"306",1,24,0,0,0,0,0,0,0,0
"G1100010007903307","G1100010007903",11001,11,1,7903,"307",0,35,0,0,0,0,0,0,0,0
"G1100010008001101","G1100010008001",11001,11,1,8001,"101",2,117,0,3,1,0,0,0,0,0
"G1100010008001102","G1100010008001",11001,11,1,8001,"102",14,31,0,1,0,0,0,0,0,0
"G1100010008001103","G1100010008001",11001,11,1,8001,"103",7,169,0,0,0,0,1,0,0,1
"G1100010008001104","G1100010008001",11001,11,1,8001,"104",21,115,0,1,0,0,0,0,0,0
"G1100010008001105","G1100010008001",11001,11,1,8001,"105",16,138,0,0,1,0,0,0,0,0
"G1100010008001106","G1100010008001",11001,11,1,8001,"106",30,115,0,0,0,0,0,0,0,0
"G1100010008001201","G1100010008001",11001,11,1,8001,"201",48,161,0,1,0,0,6,0,0,0
"G1100010008001202","G1100010008001",11001,11,1,8001,"202",52,153,0,0,0,0,0,0,0,0
"G1100010008001203","G1100010008001",11001,11,1,8001,"203",33,185,0,0,0,0,0,0,0,0
"G1100010008001204","G1100010008001",11001,11,1,8001,"204",22,90,1,4,2,0,2,0,0,1
"G1100010008001205","G1100010008001",11001,11,1,8001,"205",6,70,0,0,0,0,0,0,0,0
"G1100010008001206","G1100010008001",11001,11,1,8001,"206",10,89,0,2,0,0,0,0,0,0
"G1100010008001207","G1100010008001",11001,11,1,8001,"207",11,53,0,2,0,1,1,0,0,0
"G1100010008001208","G1100010008001",11001,11,1,8001,"208",8,82,0,0,1,0,0,0,0,0
"G1100010008001209","G1100010008001",11001,11,1,8001,"209",2,63,0,1,0,0,0,0,0,0
"G1100010008001210","G1100010008001",11001,11,1,8001,"210",7,45,0,0,0,1,0,0,0,0
"G1100010008001211","G1100010008001",11001,11,1,8001,"211",32,90,2,1,0,0,0,0,0,0
"G1100010008001212","G1100010008001",11001,11,1,8001,"212",24,91,0,0,3,1,0,0,0,0
"G1100010008001301","G1100010008001",11001,11,1,8001,"301",48,129,0,4,0,2,0,0,0,0
"G1100010008001302","G1100010008001",11001,11,1,8001,"302",12,126,0,0,0,0,0,0,0,0
"G1100010008001303","G1100010008001",11001,11,1,8001,"303",25,42,0,1,0,0,1,0,0,0
"G1100010008001304","G1100010008001",11001,11,1,8001,"304",30,96,0,0,0,0,0,0,0,0
"G1100010008001305","G1100010008001",11001,11,1,8001,"305",22,77,0,0,0,0,0,0,0,0
"G1100010008001306","G1100010008001",11001,11,1,8001,"306",2,90,0,0,0,0,0,0,0,0
"G1100010008002101","G1100010008002",11001,11,1,8002,"101",0,38,0,0,0,0,0,0,0,0
"G1100010008002102","G1100010008002",11001,11,1,8002,"102",0,95,0,0,0,0,0,0,0,4
"G1100010008002103","G1100010008002",11001,11,1,8002,"103",0,90,0,1,1,0,4,0,0,0
"G1100010008002201","G1100010008002",11001,11,1,8002,"201",9,150,0,0,0,1,0,0,0,0
"G1100010008002202","G1100010008002",11001,11,1,8002,"202",1,255,1,0,0,0,0,0,0,1
"G1100010008002203","G1100010008002",11001,11,1,8002,"203",19,127,1,0,0,0,2,0,0,1
"G1100010008002204","G1100010008002",11001,11,1,8002,"204",10,122,0,0,0,0,0,0,0,0
"G1100010008002205","G1100010008002",11001,11,1,8002,"205",76,264,2,1,0,0,2,0,0,3
"G1100010008002206","G1100010008002",11001,11,1,8002,"206",24,93,0,0,0,0,0,0,0,0
"G1100010008002207","G1100010008002",11001,11,1,8002,"207",22,97,1,0,0,0,0,0,0,0
"G1100010008002302","G1100010008002",11001,11,1,8002,"302",5,107,0,0,0,0,0,0,0,0
"G1100010008002303","G1100010008002",11001,11,1,8002,"303",3,219,0,3,0,0,0,0,0,0
"G1100010008002304","G1100010008002",11001,11,1,8002,"304",14,17,0,1,0,0,0,0,0,0
"G1100010008002305","G1100010008002",11001,11,1,8002,"305",11,92,0,0,0,0,0,0,0,1
"G1100010008002306","G1100010008002",11001,11,1,8002,"306",7,81,1,0,0,0,0,0,0,0
"G1100010008002401","G1100010008002",11001,11,1,8002,"401",54,92,1,2,0,1,0,0,0,0
"G1100010008002402","G1100010008002",11001,11,1,8002,"402",2,20,0,0,0,0,0,0,0,0
"G1100010008002403","G1100010008002",11001,11,1,8002,"403",153,60,0,2,2,6,0,0,0,5
"G1100010008002404","G1100010008002",11001,11,1,8002,"404",9,71,0,0,0,0,0,0,0,0
"G1100010008002405","G1100010008002",11001,11,1,8002,"405",38,160,0,0,1,0,0,0,0,0
"G1100010008002406","G1100010008002",11001,11,1,8002,"406",29,89,0,0,0,2,0,0,0,0
"G1100010008002407","G1100010008002",11001,11,1,8002,"407",20,73,0,0,0,1,0,0,1,0
"G1100010008002408","G1100010008002",11001,11,1,8002,"408",99,32,1,2,0,0,0,0,0,0
"G1100010008002409","G1100010008002",11001,11,1,8002,"409",82,77,0,0,0,0,0,0,0,1
"G1100010008002410","G1100010008002",11001,11,1,8002,"410",11,24,0,0,0,0,0,0,0,0
"G1100010008002411","G1100010008002",11001,11,1,8002,"411",95,117,0,1,0,1,0,0,0,0
"G1100010008002412","G1100010008002",11001,11,1,8002,"412",52,9,0,0,0,0,0,0,0,3
"G1100010008110101","G1100010008110",11001,11,1,8110,"101",34,65,0,1,0,0,0,0,0,3
"G1100010008110102","G1100010008110",11001,11,1,8110,"102",25,43,0,0,0,0,0,0,0,0
"G1100010008110103","G1100010008110",11001,11,1,8110,"103",83,134,0,4,0,8,2,0,1,6
"G1100010008110104","G1100010008110",11001,11,1,8110,"104",3,33,0,0,0,0,0,0,0,0
"G1100010008110105","G1100010008110",11001,11,1,8110,"105",41,83,0,0,0,2,0,0,0,0
"G1100010008110107","G1100010008110",11001,11,1,8110,"107",11,80,0,0,0,2,3,0,0,0
"G1100010008110201","G1100010008110",11001,11,1,8110,"201",40,50,0,5,0,0,0,0,0,0
"G1100010008110202","G1100010008110",11001,11,1,8110,"202",34,96,0,1,0,1,0,0,0,0
"G1100010008110203","G1100010008110",11001,11,1,8110,"203",88,71,0,2,0,3,2,0,0,0
"G1100010008110204","G1100010008110",11001,11,1,8110,"204",52,103,0,2,0,0,0,0,0,1
"G1100010008110205","G1100010008110",11001,11,1,8110,"205",26,54,1,0,0,1,1,0,0,0
"G1100010008110206","G1100010008110",11001,11,1,8110,"206",60,28,0,2,0,0,0,0,0,0
"G1100010008110207","G1100010008110",11001,11,1,8110,"207",82,99,0,1,1,0,2,0,0,1
"G1100010008110208","G1100010008110",11001,11,1,8110,"208",78,93,0,4,0,0,0,0,0,1
"G1100010008110209","G1100010008110",11001,11,1,8110,"209",111,37,0,6,0,3,0,0,0,4
"G1100010008110301","G1100010008110",11001,11,1,8110,"301",24,3,0,0,0,0,0,0,0,0
"G1100010008110302","G1100010008110",11001,11,1,8110,"302",29,7,0,5,0,3,0,0,0,0
"G1100010008110303","G1100010008110",11001,11,1,8110,"303",80,10,0,0,0,5,0,0,1,1
"G1100010008110305","G1100010008110",11001,11,1,8110,"305",108,39,3,2,0,1,0,0,0,0
"G1100010008110306","G1100010008110",11001,11,1,8110,"306",165,34,0,0,0,6,1,0,0,1
"G1100010008110308","G1100010008110",11001,11,1,8110,"308",82,1,0,3,0,0,0,0,0,0
"G1100010008110309","G1100010008110",11001,11,1,8110,"309",67,7,0,0,0,1,1,0,0,0
"G1100010008110310","G1100010008110",11001,11,1,8110,"310",101,20,0,5,2,2,0,0,0,2
"G11000100082101","G11000100082",11001,11,1,82,"101",94,39,0,1,0,1,0,0,0,0
"G11000100082102","G11000100082",11001,11,1,82,"102",120,9,0,3,0,0,0,0,0,0
"G11000100082105","G11000100082",11001,11,1,82,"105",152,19,0,3,0,4,0,0,0,1
"G11000100082107","G11000100082",11001,11,1,82,"107",122,4,0,2,0,0,0,0,0,0
"G11000100082108","G11000100082",11001,11,1,82,"108",282,7,0,3,2,2,0,0,1,3
"G11000100082201","G11000100082",11001,11,1,82,"201",98,10,1,8,0,4,0,0,0,1
"G11000100082202","G11000100082",11001,11,1,82,"202",81,25,0,10,1,0,1,0,0,4
"G11000100082203","G11000100082",11001,11,1,82,"203",88,5,0,0,0,0,0,0,0,0
"G11000100082204","G11000100082",11001,11,1,82,"204",103,14,0,0,0,1,0,0,0,0
"G11000100082205","G11000100082",11001,11,1,82,"205",45,1,0,1,0,2,0,0,0,0
"G11000100082206","G11000100082",11001,11,1,82,"206",99,5,0,2,0,4,0,0,0,0
"G11000100082207","G11000100082",11001,11,1,82,"207",131,2,4,5,0,3,0,0,0,0
"G11000100082208","G11000100082",11001,11,1,82,"208",16,0,0,0,1,0,0,0,0,0
"G11000100082209","G11000100082",11001,11,1,82,"209",47,1,0,2,0,1,0,0,0,0
"G11000100082210","G11000100082",11001,11,1,82,"210",156,12,0,2,1,4,0,0,0,1
"G11000100082211","G11000100082",11001,11,1,82,"211",44,0,0,0,0,1,0,0,0,2
"G11000100082213","G11000100082",11001,11,1,82,"213",151,7,0,4,0,3,2,0,0,2
"G11000100082214","G11000100082",11001,11,1,82,"214",5,0,0,0,0,1,0,0,0,0
"G11000100082215","G11000100082",11001,11,1,82,"215",223,18,0,3,0,10,1,0,0,1
"G11000100082216","G11000100082",11001,11,1,82,"216",1,0,0,0,0,0,0,0,0,0
"G11000100082217","G11000100082",11001,11,1,82,"217",7,1,0,0,0,0,0,0,0,0
"G11000100082218","G11000100082",11001,11,1,82,"218",95,12,2,2,0,3,0,0,1,0
"G11000100082219","G11000100082",11001,11,1,82,"219",29,0,0,1,0,0,0,0,0,0
"G11000100082220","G11000100082",11001,11,1,82,"220",70,2,1,1,0,1,0,0,0,0
"G11000100082221","G11000100082",11001,11,1,82,"221",104,2,0,2,0,2,0,0,0,1
"G1100010008301101","G1100010008301",11001,11,1,8301,"101",29,95,0,0,0,0,0,0,0,0
"G1100010008301102","G1100010008301",11001,11,1,8301,"102",43,48,0,9,0,0,0,0,0,0
"G1100010008301103","G1100010008301",11001,11,1,8301,"103",46,51,0,9,0,2,1,0,0,0
"G1100010008301201","G1100010008301",11001,11,1,8301,"201",93,64,0,5,0,8,0,0,0,1
"G1100010008301202","G1100010008301",11001,11,1,8301,"202",1,0,0,0,0,0,0,0,0,0
"G1100010008301203","G1100010008301",11001,11,1,8301,"203",111,51,0,1,0,3,1,0,0,0
"G1100010008301204","G1100010008301",11001,11,1,8301,"204",121,89,0,1,0,5,0,0,0,4
"G1100010008301205","G1100010008301",11001,11,1,8301,"205",114,25,2,0,1,1,0,0,0,2
"G1100010008301206","G1100010008301",11001,11,1,8301,"206",92,41,1,1,0,0,1,0,0,0
"G1100010008301207","G1100010008301",11001,11,1,8301,"207",36,1,0,1,0,0,0,0,0,1
"G1100010008301209","G1100010008301",11001,11,1,8301,"209",36,2,0,0,0,1,0,0,0,0
"G1100010008301210","G1100010008301",11001,11,1,8301,"210",179,93,0,2,0,2,0,0,0,1
"G1100010008301211","G1100010008301",11001,11,1,8301,"211",73,95,0,2,0,2,0,0,0,1
"G1100010008301212","G1100010008301",11001,11,1,8301,"212",44,98,1,0,0,2,0,0,0,3
"G1100010008301213","G1100010008301",11001,11,1,8301,"213",71,92,0,3,0,1,0,0,0,0
"G1100010008301214","G1100010008301",11001,11,1,8301,"214",110,47,0,1,0,4,0,0,0,0
"G1100010008301215","G1100010008301",11001,11,1,8301,"215",64,36,0,0,0,1,0,0,0,2
"G1100010008301216","G1100010008301",11001,11,1,8301,"216",10,3,0,0,0,0,0,0,0,0
"G1100010008301307","G1100010008301",11001,11,1,8301,"307",27,24,0,0,0,1,0,0,0,0
"G1100010008302101","G1100010008302",11001,11,1,8302,"101",27,81,0,4,0,2,0,0,0,2
"G1100010008302102","G1100010008302",11001,11,1,8302,"102",35,115,1,0,0,1,3,0,0,0
"G1100010008302201","G1100010008302",11001,11,1,8302,"201",53,82,0,5,0,4,0,0,0,0
"G1100010008302202","G1100010008302",11001,11,1,8302,"202",43,26,0,0,0,0,0,0,0,0
"G1100010008302203","G1100010008302",11001,11,1,8302,"203",2,16,0,0,0,0,0,0,0,0
"G1100010008302204","G1100010008302",11001,11,1,8302,"204",94,56,0,0,0,0,0,0,0,2
"G1100010008302205","G1100010008302",11001,11,1,8302,"205",35,0,0,0,0,0,0,0,0,0
"G1100010008302207","G1100010008302",11001,11,1,8302,"207",103,27,0,0,0,1,0,0,0,1
"G1100010008302208","G1100010008302",11001,11,1,8302,"208",75,23,1,0,0,7,0,0,0,0
"G1100010008302209","G1100010008302",11001,11,1,8302,"209",2,0,0,0,0,0,0,0,0,0
"G1100010008302210","G1100010008302",11001,11,1,8302,"210",109,16,0,1,0,1,0,0,0,2
"G1100010008302211","G1100010008302",11001,11,1,8302,"211",0,3,0,0,0,0,0,0,0,0
"G1100010008302212","G1100010008302",11001,11,1,8302,"212",79,61,1,0,0,3,0,0,0,0
"G1100010008302213","G1100010008302",11001,11,1,8302,"213",106,106,0,4,0,6,0,0,0,1
"G1100010008302214","G1100010008302",11001,11,1,8302,"214",93,93,2,1,0,5,1,0,0,1
"G1100010008302215","G1100010008302",11001,11,1,8302,"215",61,67,0,1,0,2,0,0,0,2
"G1100010008302216","G1100010008302",11001,11,1,8302,"216",107,97,1,1,0,0,1,0,0,0
"G1100010008402301","G1100010008402",11001,11,1,8402,"301",0,0,0,0,0,0,0,0,0,0
"G1100010008402302","G1100010008402",11001,11,1,8402,"302",12,503,0,0,0,2,0,0,0,0
"G1100010008402309","G1100010008402",11001,11,1,8402,"309",24,75,0,2,0,0,1,0,1,2
"G1100010008402310","G1100010008402",11001,11,1,8402,"310",17,44,0,7,0,1,0,0,0,0
"G1100010008402311","G1100010008402",11001,11,1,8402,"311",29,110,0,0,0,0,1,0,0,0
"G1100010008402313","G1100010008402",11001,11,1,8402,"313",60,129,4,1,0,3,2,0,0,2
"G1100010008402401","G1100010008402",11001,11,1,8402,"401",6,230,0,0,0,0,7,0,0,3
"G1100010008402403","G1100010008402",11001,11,1,8402,"403",18,37,0,0,0,0,2,0,0,0
"G1100010008402404","G1100010008402",11001,11,1,8402,"404",61,47,0,6,0,0,0,0,0,0
"G1100010008402405","G1100010008402",11001,11,1,8402,"405",97,124,1,1,1,11,12,0,0,4
"G1100010008402406","G1100010008402",11001,11,1,8402,"406",50,64,0,1,0,0,2,0,0,1
"G1100010008402407","G1100010008402",11001,11,1,8402,"407",35,81,0,0,0,3,0,0,1,0
"G1100010008402409","G1100010008402",11001,11,1,8402,"409",49,221,4,1,0,0,1,0,0,0
"G1100010008402410","G1100010008402",11001,11,1,8402,"410",36,251,1,2,0,0,0,0,0,0
"G1100010008402411","G1100010008402",11001,11,1,8402,"411",20,75,1,2,0,2,0,0,0,0
"G1100010008402412","G1100010008402",11001,11,1,8402,"412",21,118,0,0,0,0,0,0,0,2
"G1100010008402413","G1100010008402",11001,11,1,8402,"413",18,0,0,0,0,0,0,0,0,0
"G1100010008410108","G1100010008410",11001,11,1,8410,"108",0,74,1,0,0,0,0,0,0,0
"G1100010008410109","G1100010008410",11001,11,1,8410,"109",7,129,0,2,0,2,0,0,0,3
"G1100010008410110","G1100010008410",11001,11,1,8410,"110",2,57,0,0,0,0,0,0,0,0
"G1100010008410201","G1100010008410",11001,11,1,8410,"201",8,93,0,0,0,0,0,0,0,0
"G1100010008410202","G1100010008410",11001,11,1,8410,"202",3,38,0,0,0,0,0,0,0,0
"G1100010008410203","G1100010008410",11001,11,1,8410,"203",0,38,0,0,0,0,0,0,0,0
"G1100010008410204","G1100010008410",11001,11,1,8410,"204",3,114,0,0,0,0,2,0,0,0
"G1100010008410205","G1100010008410",11001,11,1,8410,"205",4,138,0,0,0,0,0,0,0,0
"G1100010008410206","G1100010008410",11001,11,1,8410,"206",4,65,0,0,0,0,0,0,0,0
"G1100010008410207","G1100010008410",11001,11,1,8410,"207",8,145,0,0,0,0,0,0,0,0
"G1100010008410208","G1100010008410",11001,11,1,8410,"208",5,130,0,2,0,0,0,0,0,0
"G1100010008410209","G1100010008410",11001,11,1,8410,"209",0,56,0,0,0,0,0,0,0,0
"G1100010008410210","G1100010008410",11001,11,1,8410,"210",7,72,0,1,1,0,0,0,0,0
"G1100010008410301","G1100010008410",11001,11,1,8410,"301",6,125,0,0,0,1,0,0,0,0
"G1100010008410302","G1100010008410",11001,11,1,8410,"302",0,0,0,0,0,0,0,0,0,0
"G1100010008410303","G1100010008410",11001,11,1,8410,"303",0,26,0,0,0,0,0,0,0,0
"G1100010008410304","G1100010008410",11001,11,1,8410,"304",2,95,0,0,0,2,3,0,0,0
"G1100010008410305","G1100010008410",11001,11,1,8410,"305",2,74,0,0,0,0,0,0,0,2
"G1100010008410306","G1100010008410",11001,11,1,8410,"306",4,145,0,0,2,7,1,0,0,3
"G1100010008510101","G1100010008510",11001,11,1,8510,"101",8,132,0,0,0,5,0,0,0,3
"G1100010008510102","G1100010008510",11001,11,1,8510,"102",6,130,0,0,0,6,0,0,0,8
"G1100010008510103","G1100010008510",11001,11,1,8510,"103",2,180,0,0,0,7,1,0,0,1
"G1100010008510104","G1100010008510",11001,11,1,8510,"104",7,205,2,1,0,0,0,0,0,5
"G1100010008510105","G1100010008510",11001,11,1,8510,"105",4,161,0,3,0,1,0,0,0,0
"G1100010008510106","G1100010008510",11001,11,1,8510,"106",5,22,0,2,0,0,0,0,0,0
"G1100010008510107","G1100010008510",11001,11,1,8510,"107",1,59,0,0,0,0,2,0,0,0
"G1100010008510201","G1100010008510",11001,11,1,8510,"201",7,115,0,0,0,0,2,0,0,0
"G1100010008510202","G1100010008510",11001,11,1,8510,"202",4,128,1,0,0,0,0,0,0,0
"G1100010008510203","G1100010008510",11001,11,1,8510,"203",10,123,0,1,0,0,0,0,0,1
"G1100010008510204","G1100010008510",11001,11,1,8510,"204",10,206,0,0,0,5,0,0,0,6
"G1100010008510205","G1100010008510",11001,11,1,8510,"205",1,56,0,0,0,0,0,0,0,0
"G1100010008510208","G1100010008510",11001,11,1,8510,"208",0,281,2,2,0,2,0,0,0,0
"G1100010008510301","G1100010008510",11001,11,1,8510,"301",4,56,0,0,0,2,0,0,0,0
"G1100010008510302","G1100010008510",11001,11,1,8510,"302",15,111,0,0,0,0,1,0,0,1
"G1100010008510303","G1100010008510",11001,11,1,8510,"303",2,102,0,0,0,0,0,0,0,0
"G1100010008510304","G1100010008510",11001,11,1,8510,"304",9,114,0,0,0,0,0,0,0,0
"G1100010008510305","G1100010008510",11001,11,1,8510,"305",0,121,0,0,0,0,0,0,0,0
"G1100010008510306","G1100010008510",11001,11,1,8510,"306",7,69,0,1,0,0,0,0,0,1
"G1100010008510401","G1100010008510",11001,11,1,8510,"401",5,82,0,1,0,0,0,0,0,0
"G1100010008510402","G1100010008510",11001,11,1,8510,"402",0,22,0,0,0,0,0,0,0,0
"G1100010008510403","G1100010008510",11001,11,1,8510,"403",7,62,0,0,1,0,0,0,0,1
"G1100010008510405","G1100010008510",11001,11,1,8510,"405",2,24,0,0,0,0,0,0,0,0
"G1100010008510406","G1100010008510",11001,11,1,8510,"406",13,62,0,1,0,0,0,0,0,0
"G1100010008510407","G1100010008510",11001,11,1,8510,"407",1,10,0,0,0,0,0,0,0,0
"G1100010008510408","G1100010008510",11001,11,1,8510,"408",2,61,0,1,0,0,0,0,0,0
"G1100010008510501","G1100010008510",11001,11,1,8510,"501",0,6,0,0,0,0,0,0,0,0
"G1100010008510502","G1100010008510",11001,11,1,8510,"502",4,145,2,0,0,1,0,0,0,11
"G1100010008510503","G1100010008510",11001,11,1,8510,"503",5,126,0,0,0,0,0,0,0,0
"G1100010008510504","G1100010008510",11001,11,1,8510,"504",3,170,1,1,0,0,0,0,0,0
"G1100010008510506","G1100010008510",11001,11,1,8510,"506",2,126,0,2,0,0,0,0,0,0
"G1100010008510601","G1100010008510",11001,11,1,8510,"601",1,88,0,6,0,0,0,0,0,0
"G1100010008510602","G1100010008510",11001,11,1,8510,"602",1,59,0,0,0,0,0,0,0,0
"G11000100086101","G11000100086",11001,11,1,86,"101",0,63,0,0,0,0,1,0,0,4
"G11000100086102","G11000100086",11001,11,1,86,"102",0,4,0,0,0,0,0,0,0,0
"G11000100086108","G11000100086",11001,11,1,86,"108",5,66,0,0,0,0,4,0,0,0
"G11000100086202","G11000100086",11001,11,1,86,"202",2,3,0,0,0,0,0,0,0,0
"G11000100086305","G11000100086",11001,11,1,86,"305",0,5,0,0,0,0,0,0,0,0
"G1100010008701101","G1100010008701",11001,11,1,8701,"101",0,151,0,0,0,0,0,0,0,0
"G1100010008701107","G1100010008701",11001,11,1,8701,"107",0,64,0,0,0,0,0,0,0,0
"G1100010008701401","G1100010008701",11001,11,1,8701,"401",4,77,1,0,0,0,0,0,0,3
"G1100010008701402","G1100010008701",11001,11,1,8701,"402",0,53,0,0,0,0,0,0,0,0
"G1100010008701403","G1100010008701",11001,11,1,8701,"403",2,206,1,0,0,0,0,0,0,0
"G1100010008701405","G1100010008701",11001,11,1,8701,"405",9,203,0,12,0,1,0,0,0,0
"G1100010008701407","G1100010008701",11001,11,1,8701,"407",6,176,1,3,0,0,0,0,0,0
"G1100010008701408","G1100010008701",11001,11,1,8701,"408",3,397,1,0,0,0,2,0,0,0
"G1100010008701409","G1100010008701",11001,11,1,8701,"409",0,21,0,0,0,0,0,0,0,0
"G1100010008701410","G1100010008701",11001,11,1,8701,"410",1,57,0,0,0,0,0,0,0,14
"G1100010008701411","G1100010008701",11001,11,1,8701,"411",0,110,0,0,1,0,0,0,0,0
"G1100010008701412","G1100010008701",11001,11,1,8701,"412",4,101,0,0,0,0,5,0,0,0
"G1100010008701501","G1100010008701",11001,11,1,8701,"501",11,128,0,0,0,0,0,0,0,0
"G1100010008701502","G1100010008701",11001,11,1,8701,"502",0,131,0,1,0,0,0,0,0,0
"G1100010008701503","G1100010008701",11001,11,1,8701,"503",0,191,0,0,0,0,0,0,0,0
"G1100010008701504","G1100010008701",11001,11,1,8701,"504",1,115,0,0,0,0,0,0,0,0
"G1100010008701505","G1100010008701",11001,11,1,8701,"505",1,45,0,0,0,0,0,0,0,0
"G1100010008701506","G1100010008701",11001,11,1,8701,"506",0,91,0,0,0,0,0,0,0,0
"G1100010008701507","G1100010008701",11001,11,1,8701,"507",0,125,0,0,0,0,5,0,0,0
"G1100010008701509","G1100010008701",11001,11,1,8701,"509",0,146,0,0,0,0,0,0,0,0
"G1100010008701510","G1100010008701",11001,11,1,8701,"510",1,121,0,0,0,0,0,0,0,0
"G1100010008702102","G1100010008702",11001,11,1,8702,"102",0,4,0,0,0,0,0,0,0,0
"G1100010008702103","G1100010008702",11001,11,1,8702,"103",0,91,0,0,0,0,0,0,0,0
"G1100010008702104","G1100010008702",11001,11,1,8702,"104",0,68,0,1,0,0,2,0,0,0
"G1100010008702105","G1100010008702",11001,11,1,8702,"105",1,196,1,0,0,6,5,0,0,0
"G1100010008702106","G1100010008702",11001,11,1,8702,"106",6,79,0,0,0,0,0,0,0,0
"G1100010008702201","G1100010008702",11001,11,1,8702,"201",0,155,0,0,0,0,1,0,0,0
"G1100010008702202","G1100010008702",11001,11,1,8702,"202",1,182,0,0,0,0,1,0,0,5
"G1100010008702203","G1100010008702",11001,11,1,8702,"203",1,139,0,0,0,0,0,0,0,1
"G1100010008702204","G1100010008702",11001,11,1,8702,"204",1,70,0,0,0,0,0,0,0,0
"G1100010008702205","G1100010008702",11001,11,1,8702,"205",2,50,0,0,0,0,0,0,0,0
"G1100010008702206","G1100010008702",11001,11,1,8702,"206",0,240,0,0,0,1,0,0,0,0
"G1100010008702301","G1100010008702",11001,11,1,8702,"301",0,50,0,0,0,0,0,0,0,0
"G1100010008702302","G1100010008702",11001,11,1,8702,"302",12,184,1,1,0,1,4,0,0,0
"G1100010008702303","G1100010008702",11001,11,1,8702,"303",1,166,0,0,0,0,7,0,0,1
"G1100010008702304","G1100010008702",11001,11,1,8702,"304",0,70,0,0,0,0,0,0,0,0
"G1100010008702305","G1100010008702",11001,11,1,8702,"305",2,91,0,0,0,0,0,0,0,0
"G1100010008702306","G1100010008702",11001,11,1,8702,"306",0,88,0,0,0,0,0,0,0,0
"G1100010008702307","G1100010008702",11001,11,1,8702,"307",4,84,0,0,0,7,0,0,0,0
"G1100010008702310","G1100010008702",11001,11,1,8702,"310",0,11,0,0,0,0,0,0,0,0
"G1100010008802101","G1100010008802",11001,11,1,8802,"101",0,108,0,0,0,0,0,0,0,0
