"GISJOIN","GISJOIN_T","WHITE","BLACK","AM","ASIAN","OTHER","HISPANIC","POP"
"G1100010001001409","G1100010001001",55,0,0,1,1,2,59
"G1100010001001410","G1100010001001",66,1,0,2,2,8,79
"G1100010001001411","G1100010001001",9,0,0,2,2,0,13
"G1100010001001412","G1100010001001",3,0,0,0,0,0,3
"G1100010001001413","G1100010001001",56,0,0,0,0,2,58
"G1100010001001414","G1100010001001",59,1,0,0,0,6,66
"G1100010001001415","G1100010001001",44,1,0,3,3,2,53
"G1100010001001416","G1100010001001",41,0,0,3,3,3,50
"G1100010001001417","G1100010001001",5,0,0,0,0,0,5
"G1100010001001418","G1100010001001",215,96,0,34,34,28,407
"G1100010001001419","G1100010001001",28,1,0,0,0,12,41
"G1100010001001502","G1100010001001",63,6,0,4,4,2,79
"G1100010001001503","G1100010001001",44,2,0,9,9,1,65
"G1100010001001504","G1100010001001",63,15,0,14,14,2,108
"G1100010001001506","G1100010001001",30,0,0,0,0,1,31
"G1100010001001507","G1100010001001",23,0,0,0,0,0,23
"G1100010001001601","G1100010001001",50,1,0,0,0,1,52
"G1100010001001602","G1100010001001",41,0,0,0,0,3,44
"G1100010001001603","G1100010001001",42,0,0,0,0,4,46
"G1100010001001604","G1100010001001",41,0,0,0,0,0,41
"G1100010001001605","G1100010001001",59,0,0,2,2,7,70
"G1100010001001606","G1100010001001",54,0,0,1,1,1,57
"G1100010001001607","G1100010001001",56,0,0,0,0,1,57
"G1100010001001608","G1100010001001",44,0,0,1,1,0,46
"G1100010001001609","G1100010001001",57,0,0,4,4,7,72
"G1100010001001610","G1100010001001",27,0,0,0,0,2,29
"G1100010001001611","G1100010001001",32,0,0,4,4,0,40
"G1100010001001612","G1100010001001",60,0,0,0,0,0,60
"G1100010001001615","G1100010001001",57,0,0,6,6,5,74
"G1100010001001616","G1100010001001",49,3,0,1,1,10,64
"G1100010001001617","G1100010001001",35,1,0,0,0,2,38
"G1100010001001618","G1100010001001",34,0,0,2,2,1,39
"G1100010001001619","G1100010001001",34,0,0,0,0,0,34
"G1100010001001620","G1100010001001",40,2,0,0,0,0,42
"G1100010001001621","G1100010001001",42,4,0,1,1,8,56
"G1100010001001622","G1100010001001",51,1,0,0,0,0,52
"G1100010001001701","G1100010001001",46,2,0,0,0,0,48
"G1100010001001702","G1100010001001",40,0,0,0,0,0,40
"G1100010001001703","G1100010001001",45,0,0,0,0,0,45
"G1100010001001704","G1100010001001",44,0,0,4,4,3,55
"G1100010001001705","G1100010001001",72,1,0,1,1,3,78
"G1100010001001706","G1100010001001",81,1,0,0,0,7,89
"G1100010001001707","G1100010001001",46,1,0,3,3,1,54
"G1100010001001708","G1100010001001",54,3,0,2,2,5,66
"G1100010001001709","G1100010001001",36,0,0,7,7,6,56
"G1100010001001711","G1100010001001",45,0,0,4,4,0,53
"G1100010001001712","G1100010001001",55,9,0,1,1,2,68
"G1100010001001713","G1100010001001",46,1,1,5,5,2,60
"G1100010001001714","G1100010001001",39,2,0,0,0,2,43
"G1100010001001715","G1100010001001",65,0,0,0,0,3,68
"G1100010001001716","G1100010001001",54,10,0,3,3,1,71
"G1100010001001718","G1100010001001",39,0,0,2,2,0,43
"G1100010001001719","G1100010001001",62,0,0,2,2,5,71
"G1100010001001801","G1100010001001",21,0,0,0,0,2,23
"G1100010001001802","G1100010001001",55,0,0,0,0,1,56
"G1100010001001803","G1100010001001",62,1,0,1,1,1,66
"G1100010001001804","G1100010001001",43,1,0,0,0,0,44
"G1100010001001805","G1100010001001",50,2,0,0,0,0,52
"G1100010001001806","G1100010001001",44,1,0,1,1,3,50
"G1100010001001807","G1100010001001",46,1,0,1,1,4,53
"G1100010001001808","G1100010001001",44,0,0,2,2,0,48
"G1100010001001809","G1100010001001",71,0,0,1,1,1,74
"G1100010001001811","G1100010001001",46,2,0,0,0,0,48
"G1100010001001812","G1100010001001",43,0,0,1,1,1,46
"G1100010001001816","G1100010001001",53,0,0,0,0,0,53
"G1100010001001817","G1100010001001",64,0,0,3,3,3,73
"G1100010001001819","G1100010001001",25,0,0,1,1,0,27
"G1100010001001821","G1100010001001",2,0,0,0,0,0,2
"G1100010001002101","G1100010001002",23,0,0,0,0,0,23
"G1100010001002103","G1100010001002",64,37,1,0,0,2,104
"G1100010001002105","G1100010001002",1474,103,2,143,143,148,2013
"G1100010001002106","G1100010001002",32,0,0,5,5,0,42
"G1100010001002201","G1100010001002",198,7,0,6,6,17,234
"G1100010001002203","G1100010001002",304,41,1,19,19,42,426
"G1100010001002204","G1100010001002",287,19,2,23,23,24,378
"G1100010001002205","G1100010001002",183,48,0,41,41,53,366
"G1100010001002207","G1100010001002",95,8,0,12,12,17,144
"G1100010001002208","G1100010001002",41,0,0,1,1,1,44
"G11000100011101","G11000100011",9,1,0,0,0,2,12
"G11000100011103","G11000100011",20,0,0,1,1,0,22
"G11000100011106","G11000100011",4,0,0,1,1,0,6
"G11000100011108","G11000100011",15,0,0,1,1,0,17
"G11000100011109","G11000100011",51,0,0,5,5,1,62
"G11000100011111","G11000100011",24,0,0,2,2,3,31
"G11000100011112","G11000100011",106,0,0,2,2,4,114
"G11000100011113","G11000100011",105,4,0,1,1,1,112
"G11000100011114","G11000100011",46,0,0,9,9,0,64
"G11000100011201","G11000100011",340,10,0,4,4,4,362
"G11000100011202","G11000100011",104,1,0,7,7,7,126
"G11000100011212","G11000100011",52,0,0,0,0,5,57
"G11000100011213","G11000100011",117,2,0,8,8,7,142
"G11000100011214","G11000100011",71,1,0,3,3,4,82
"G11000100011216","G11000100011",15,5,0,3,3,0,26
"G11000100011217","G11000100011",48,0,0,0,0,0,48
"G11000100011218","G11000100011",51,0,0,0,0,1,52
"G11000100011219","G11000100011",42,3,0,0,0,4,49
"G11000100011220","G11000100011",342,25,1,24,24,42,458
"G11000100011221","G11000100011",30,4,0,4,4,0,42
"G11000100011222","G11000100011",24,0,0,3,3,0,30
"G11000100011223","G11000100011",51,2,1,3,3,5,65
"G11000100011301","G11000100011",58,0,0,0,0,1,59
"G11000100011302","G11000100011",71,4,0,0,0,0,75
"G11000100011304","G11000100011",28,2,0,0,0,0,30
"G11000100011305","G11000100011",63,0,0,3,3,1,70
"G11000100011306","G11000100011",58,5,0,0,0,2,65
"G11000100011314","G11000100011",63,0,0,1,1,0,65
"G11000100011315","G11000100011",165,19,1,14,14,29,242
"G11000100011316","G11000100011",16,4,0,0,0,1,21
"G11000100011401","G11000100011",57,2,0,0,0,0,59
"G11000100011402","G11000100011",43,0,0,1,1,3,48
"G11000100011403","G11000100011",24,0,0,0,0,4,28
"G11000100011404","G11000100011",23,0,0,8,8,0,39
"G11000100011405","G11000100011",34,0,0,2,2,0,38
"G11000100011407","G11000100011",59,0,0,3,3,1,66
"G11000100011408","G11000100011",1,1,0,0,0,0,2
"G11000100011411","G11000100011",8,0,0,0,0,0,8
"G11000100011412","G11000100011",15,2,0,0,0,0,17
"G11000100011413","G11000100011",0,0,0,0,0,0,0
"G11000100011417","G11000100011",0,0,0,0,0,0,0
"G11000100011418","G11000100011",0,0,0,0,0,0,0
"G11000100011419","G11000100011",0,0,0,0,0,0,0
"G11000100011420","G11000100011",41,2,0,1,1,2,47
"G11000100011421","G11000100011",36,5,0,0,0,0,41
"G11000100011422","G11000100011",48,0,0,3,3,2,56
"G11000100011423","G11000100011",32,0,0,0,0,0,32
"G11000100011424","G11000100011",35,1,0,0,0,5,41
"G11000100011428","G11000100011",43,3,0,0,0,1,47
"G11000100011429","G11000100011",47,2,0,0,0,7,56
"G11000100011431","G11000100011",46,2,0,7,7,0,62
"G11000100011501","G11000100011",33,2,0,2,2,3,42
"G11000100011502","G11000100011",61,3,0,8,8,3,83
"G11000100011503","G11000100011",25,0,0,0,0,4,29
"G11000100011504","G11000100011",59,4,1,1,1,5,71
"G11000100011505","G11000100011",50,0,0,1,1,0,52
"G11000100011506","G11000100011",29,0,0,0,0,0,29
"G11000100011507","G11000100011",49,5,0,2,2,5,63
"G11000100011509","G11000100011",26,0,0,0,0,0,26
"G11000100011510","G11000100011",53,0,0,5,5,0,63
"G11000100011511","G11000100011",54,2,0,2,2,0,60
"G11000100011512","G11000100011",38,0,0,0,0,0,38
"G11000100011514","G11000100011",18,0,0,1,1,0,20
"G11000100011515","G11000100011",59,0,0,6,6,0,71
"G11000100011516","G11000100011",63,0,0,1,1,2,67
"G11000100011519","G11000100011",30,5,0,2,2,1,40
"G11000100011520","G11000100011",52,19,0,0,0,1,72
"G11000100011523","G11000100011",73,3,0,1,1,2,80
"G11000100011524","G11000100011",70,0,0,13,13,8,104
"G11000100011525","G11000100011",68,4,0,7,7,6,92
"G11000100011526","G11000100011",106,1,1,2,2,0,112
"G11000100011527","G11000100011",41,0,0,2,2,0,45
"G11000100011528","G11000100011",30,1,0,5,5,0,41
"G11000100012102","G11000100012",482,84,1,50,50,49,716
"G11000100012103","G11000100012",229,15,1,15,15,12,287
"G11000100012104","G11000100012",23,0,0,1,1,3,28
"G11000100012105","G11000100012",19,5,0,3,3,2,32
"G11000100012106","G11000100012",6,3,0,0,0,0,9
"G11000100012107","G11000100012",46,0,0,0,0,0,46
"G11000100012109","G11000100012",33,0,0,0,0,2,35
"G11000100012110","G11000100012",109,1,0,0,0,2,112
"G11000100012111","G11000100012",331,22,0,30,30,24,437
"G11000100012112","G11000100012",43,1,0,1,1,4,50
"G11000100012113","G11000100012",52,2,0,3,3,3,63
"G11000100012114","G11000100012",14,2,0,0,0,0,16
"G11000100012201","G11000100012",107,15,0,4,4,6,136
"G11000100012202","G11000100012",76,1,0,4,4,1,86
"G11000100012203","G11000100012",238,16,0,21,21,14,310
"G11000100012204","G11000100012",62,3,0,2,2,2,71
"G11000100012206","G11000100012",33,1,0,0,0,1,35
"G11000100012207","G11000100012",39,0,1,0,0,1,41
"G11000100012208","G11000100012",283,27,0,2,2,6,320
"G11000100012301","G11000100012",104,18,0,7,7,37,173
"G11000100012302","G11000100012",74,3,0,0,0,9,86
"G11000100012303","G11000100012",49,0,0,3,3,5,60
"G11000100012304","G11000100012",47,1,0,0,0,10,58
"G11000100012305","G11000100012",54,3,0,0,0,1,58
"G11000100012306","G11000100012",6,0,0,0,0,7,13
"G11000100012307","G11000100012",14,0,0,0,0,1,15
"G11000100012308","G11000100012",54,0,0,0,0,0,54
"G11000100012309","G11000100012",66,0,0,2,2,12,82
"G11000100012310","G11000100012",43,0,0,2,2,0,47
"G11000100012311","G11000100012",39,3,0,1,1,2,46
"G11000100012401","G11000100012",38,1,0,1,1,1,42
"G11000100012402","G11000100012",7,2,0,0,0,0,9
"G11000100012403","G11000100012",84,0,0,4,4,3,95
"G11000100012404","G11000100012",102,0,0,4,4,3,113
"G11000100012405","G11000100012",94,1,1,4,4,3,107
"G11000100012407","G11000100012",44,1,0,0,0,0,45
"G11000100012408","G11000100012",38,1,0,5,5,2,51
"G11000100012409","G11000100012",15,0,0,0,0,0,15
"G11000100012501","G11000100012",62,0,0,3,3,3,71
"G11000100012502","G11000100012",45,1,2,2,2,7,59
"G11000100012503","G11000100012",49,1,0,1,1,0,52
"G11000100012504","G11000100012",8,0,0,0,0,1,9
"G11000100012505","G11000100012",69,2,2,3,3,4,83
"G11000100012506","G11000100012",72,0,1,0,0,5,78
"G11000100012507","G11000100012",65,0,0,2,2,4,73
"G11000100012508","G11000100012",58,2,0,1,1,4,66
"G11000100012509","G11000100012",10,0,0,0,0,0,10
"G11000100012510","G11000100012",73,2,0,4,4,8,91
"G11000100012512","G11000100012",58,0,0,6,6,0,70
"G11000100012513","G11000100012",61,2,0,3,3,0,69
"G11000100012514","G11000100012",109,19,0,19,19,137,303
"G1100010001301103","G1100010001301",0,0,0,0,0,0,0
"G1100010001301105","G1100010001301",155,19,1,1,1,2,179
"G1100010001301107","G1100010001301",67,0,0,5,5,5,82
"G1100010001301111","G1100010001301",51,0,0,6,6,1,64
"G1100010001301401","G1100010001301",670,38,1,36,36,39,820
"G1100010001301402","G1100010001301",10,8,0,0,0,0,18
"G1100010001301403","G1100010001301",54,2,0,1,1,5,63
"G1100010001301404","G1100010001301",78,1,0,2,2,3,86
"G1100010001301405","G1100010001301",27,1,0,0,0,1,29
"G1100010001301406","G1100010001301",38,0,0,0,0,0,38
"G1100010001301407","G1100010001301",92,3,0,2,2,2,101
"G1100010001301501","G1100010001301",61,5,0,2,2,2,72
"G1100010001301502","G1100010001301",23,2,0,0,0,0,25
"G1100010001301503","G1100010001301",45,3,0,0,0,1,49
"G1100010001301504","G1100010001301",39,5,0,1,1,0,46
"G1100010001301505","G1100010001301",14,0,0,0,0,0,14
"G1100010001301506","G1100010001301",171,26,0,2,2,5,206
"G1100010001301507","G1100010001301",6,8,0,1,1,0,16
"G1100010001301601","G1100010001301",47,4,0,1,1,1,54
"G1100010001301602","G1100010001301",30,8,0,3,3,0,44
"G1100010001301603","G1100010001301",34,3,0,2,2,0,41
"G1100010001301604","G1100010001301",28,16,0,1,1,0,46
"G1100010001301605","G1100010001301",35,2,0,0,0,8,45
"G1100010001301606","G1100010001301",34,0,0,3,3,2,42
"G1100010001301701","G1100010001301",49,0,0,0,0,2,51
"G1100010001301702","G1100010001301",542,63,0,26,26,28,685
"G1100010001301703","G1100010001301",202,9,0,8,8,18,245
"G1100010001301704","G1100010001301",22,0,0,2,2,1,27
"G1100010001301706","G1100010001301",7,2,0,0,0,0,9
"G1100010001301707","G1100010001301",6,0,0,0,0,0,6
"G1100010001301708","G1100010001301",385,25,3,20,20,26,479
"G1100010001301720","G1100010001301",67,0,0,0,0,0,67
"G1100010001301721","G1100010001301",50,13,0,3,3,0,69
"G1100010001302101","G1100010001302",78,0,0,2,2,2,84
"G1100010001302102","G1100010001302",81,11,0,3,3,10,108
"G1100010001302103","G1100010001302",2,0,0,0,0,0,2
"G1100010001302109","G1100010001302",16,0,0,2,2,3,23
"G1100010001302110","G1100010001302",3,0,0,0,0,0,3
"G1100010001302201","G1100010001302",1836,132,4,79,79,164,2294
"G1100010001302202","G1100010001302",0,0,0,0,0,0,0
"G1100010001302203","G1100010001302",6,0,0,0,0,2,8
"G1100010001302204","G1100010001302",9,1,0,1,1,0,12
"G1100010001302205","G1100010001302",164,5,0,8,8,2,187
"G1100010001302206","G1100010001302",410,35,0,49,49,76,619
"G1100010001302301","G1100010001302",204,8,0,9,9,23,253
"G1100010001302304","G1100010001302",316,53,1,31,31,40,472
"G1100010001302307","G1100010001302",26,5,0,2,2,3,38
"G1100010001302308","G1100010001302",55,6,0,2,2,1,66
"G1100010001302309","G1100010001302",1632,163,6,83,83,93,2060
"G1100010001401301","G1100010001401",27,2,0,5,5,1,40
"G1100010001401302","G1100010001401",83,2,0,4,4,2,95
"G1100010001401303","G1100010001401",52,0,0,1,1,1,55
"G1100010001401304","G1100010001401",34,1,0,4,4,0,43
"G1100010001401305","G1100010001401",84,0,0,1,1,3,89
"G1100010001401306","G1100010001401",15,2,0,0,0,0,17
"G1100010001401307","G1100010001401",45,3,0,3,3,0,54
"G1100010001401308","G1100010001401",36,0,0,0,0,0,36
"G1100010001401309","G1100010001401",85,3,0,5,5,1,99
"G1100010001401501","G1100010001401",62,1,0,0,0,0,63
"G1100010001401502","G1100010001401",25,0,0,0,0,1,26
"G1100010001401503","G1100010001401",69,1,0,0,0,2,72
"G1100010001401504","G1100010001401",291,34,1,17,17,47,407
"G1100010001401505","G1100010001401",37,2,0,1,1,1,42
"G1100010001401506","G1100010001401",90,5,0,3,3,0,101
"G1100010001401507","G1100010001401",92,3,0,5,5,2,107
"G1100010001401508","G1100010001401",21,4,0,5,5,6,41
"G1100010001401509","G1100010001401",346,65,1,60,60,61,593
"G1100010001401601","G1100010001401",70,0,0,7,7,1,85
"G1100010001401602","G1100010001401",132,6,1,3,3,8,153
"G1100010001401603","G1100010001401",55,2,0,0,0,0,57
"G1100010001401605","G1100010001401",81,8,0,4,4,1,98
"G1100010001401606","G1100010001401",17,0,0,0,0,1,18
"G1100010001401607","G1100010001401",99,0,0,2,2,0,103
"G1100010001401608","G1100010001401",32,0,0,0,0,0,32
"G1100010001401609","G1100010001401",82,0,0,3,3,1,89
"G1100010001401610","G1100010001401",41,0,0,2,2,2,47
"G1100010001401611","G1100010001401",52,0,0,0,0,3,55
"G1100010001401701","G1100010001401",50,0,0,2,2,5,59
"G1100010001401702","G1100010001401",12,0,0,0,0,0,12
"G1100010001401703","G1100010001401",63,3,0,1,1,0,68
"G1100010001401704","G1100010001401",75,2,0,1,1,7,86
"G1100010001401705","G1100010001401",66,0,1,1,1,3,72
"G1100010001401706","G1100010001401",87,2,0,7,7,0,103
"G1100010001401707","G1100010001401",99,1,0,1,1,0,102
"G1100010001402101","G1100010001402",74,14,0,5,5,3,101
"G1100010001402102","G1100010001402",4,0,0,0,0,0,4
"G1100010001402103","G1100010001402",25,5,0,0,0,5,35
"G1100010001402104","G1100010001402",58,3,0,0,0,0,61
"G1100010001402105","G1100010001402",52,7,0,1,1,0,61
"G1100010001402106","G1100010001402",20,0,0,1,1,3,25
"G1100010001402107","G1100010001402",34,1,0,3,3,0,41
"G1100010001402108","G1100010001402",31,14,0,2,2,4,53
"G1100010001402201","G1100010001402",313,15,0,7,7,1,343
"G1100010001402202","G1100010001402",91,9,0,4,4,4,112
"G1100010001402203","G1100010001402",21,2,0,0,0,0,23
"G1100010001402204","G1100010001402",58,3,0,1,1,6,69
"G1100010001402205","G1100010001402",31,0,0,0,0,0,31
"G1100010001402301","G1100010001402",10,0,0,0,0,0,10
"G1100010001402302","G1100010001402",76,0,0,2,2,4,84
"G1100010001402303","G1100010001402",69,4,0,3,3,5,84
"G1100010001402304","G1100010001402",38,1,0,0,0,2,41
"G1100010001402305","G1100010001402",90,3,0,0,0,11,104
"G1100010001402306","G1100010001402",61,0,0,0,0,0,61
"G1100010001402307","G1100010001402",64,0,0,7,7,12,90
"G1100010001402308","G1100010001402",97,6,0,6,6,0,115
"G1100010001402401","G1100010001402",53,9,0,13,13,2,90
"G1100010001402402","G1100010001402",36,4,0,1,1,0,42
"G1100010001402403","G1100010001402",36,1,0,1,1,1,40
"G1100010001402404","G1100010001402",136,9,0,33,33,35,246
"G1100010001402405","G1100010001402",44,0,0,0,0,0,44
"G1100010001402406","G1100010001402",63,9,0,1,1,0,74
"G1100010001402407","G1100010001402",76,4,0,4,4,3,91
"G1100010001402408","G1100010001402",167,168,2,5,5,11,358
"G1100010001402409","G1100010001402",58,7,0,0,0,8,73
"G1100010001402410","G1100010001402",98,6,0,1,1,8,114
"G1100010001402411","G1100010001402",125,9,0,3,3,23,163
"G1100010001402412","G1100010001402",80,0,0,1,1,0,82
"G11000100015104","G11000100015",57,27,0,1,1,2,88
"G11000100015106","G11000100015",12,9,0,0,0,0,21
"G11000100015107","G11000100015",39,16,0,0,0,3,58
"G11000100015108","G11000100015",35,22,0,4,4,0,65
"G11000100015109","G11000100015",14,41,0,6,6,0,67
"G11000100015110","G11000100015",21,28,0,0,0,7,56
"G11000100015111","G11000100015",33,22,0,1,1,1,58
"G11000100015112","G11000100015",38,17,0,4,4,9,72
"G11000100015113","G11000100015",116,18,0,4,4,10,152
"G11000100015114","G11000100015",27,37,0,0,0,0,64
"G11000100015115","G11000100015",54,11,0,2,2,1,70
"G11000100015203","G11000100015",14,33,0,3,3,7,60
"G11000100015204","G11000100015",34,5,2,2,2,2,47
"G11000100015205","G11000100015",33,14,0,4,4,0,55
"G11000100015206","G11000100015",37,5,0,2,2,1,47
"G11000100015207","G11000100015",71,6,1,5,5,2,90
"G11000100015208","G11000100015",76,2,1,1,1,2,83
"G11000100015209","G11000100015",116,37,0,0,0,1,154
"G11000100015210","G11000100015",52,9,0,0,0,0,61
"G11000100015211","G11000100015",13,0,0,0,0,2,15
"G11000100015301","G11000100015",62,2,0,1,1,4,70
"G11000100015302","G11000100015",89,0,0,0,0,0,89
"G11000100015303","G11000100015",2,7,0,0,0,0,9
"G11000100015304","G11000100015",302,1,0,0,0,1,304
"G11000100015306","G11000100015",103,0,0,0,0,1,104
"G11000100015307","G11000100015",70,0,0,0,0,2,72
"G11000100015308","G11000100015",79,7,0,0,0,0,86
"G11000100015309","G11000100015",78,5,0,0,0,2,85
"G11000100015310","G11000100015",103,6,0,0,0,7,116
"G11000100015401","G11000100015",45,1,0,2,2,1,51
"G11000100015402","G11000100015",91,7,0,2,2,0,102
"G11000100015403","G11000100015",111,1,0,1,1,2,116
"G11000100015404","G11000100015",133,0,0,1,1,6,141
"G11000100015405","G11000100015",53,0,0,0,0,0,53
"G11000100015406","G11000100015",44,0,0,1,1,6,52
"G11000100015407","G11000100015",91,1,0,0,0,1,93
"G11000100015408","G11000100015",69,0,0,0,0,0,69
"G11000100015409","G11000100015",291,106,1,13,13,16,440
"G11000100015410","G11000100015",10,1,0,0,0,0,11
"G11000100015411","G11000100015",106,9,0,6,6,0,127
"G11000100015412","G11000100015",107,0,0,1,1,7,116
"G11000100015413","G11000100015",67,2,0,0,0,1,70
"G11000100015416","G11000100015",27,0,0,0,0,1,28
"G11000100015501","G11000100015",69,8,0,3,3,0,83
"G11000100015502","G11000100015",40,2,1,0,0,0,43
"G11000100015503","G11000100015",82,5,0,0,0,0,87
"G11000100015505","G11000100015",248,7,0,9,9,6,279
"G11000100015507","G11000100015",48,0,0,0,0,1,49
"G11000100015508","G11000100015",43,8,1,4,4,1,61
"G11000100015509","G11000100015",68,12,0,2,2,4,88
"G11000100015510","G11000100015",50,2,0,7,7,1,67
"G11000100015511","G11000100015",64,3,0,0,0,1,68
"G11000100015512","G11000100015",95,0,0,1,1,0,97
"G11000100015513","G11000100015",95,3,0,0,0,0,98
"G11000100015601","G11000100015",102,2,1,3,3,1,112
"G11000100015602","G11000100015",85,10,0,1,1,2,99
"G11000100015603","G11000100015",4,0,0,0,0,0,4
"G11000100015604","G11000100015",45,0,0,0,0,0,45
"G11000100015605","G11000100015",41,2,0,0,0,3,46
"G11000100015606","G11000100015",39,1,0,0,0,0,40
"G11000100015607","G11000100015",26,0,0,0,0,0,26
"G11000100015608","G11000100015",82,1,0,5,5,1,94
"G11000100015609","G11000100015",41,0,0,0,0,0,41
"G11000100015610","G11000100015",64,0,1,1,1,3,70
"G11000100015611","G11000100015",65,5,0,2,2,2,76
"G11000100015612","G11000100015",74,1,0,3,3,3,84
"G11000100015613","G11000100015",66,6,0,6,6,0,84
"G11000100015614","G11000100015",33,3,0,4,4,3,47
"G11000100016103","G11000100016",8,45,0,0,0,0,53
"G11000100016104","G11000100016",15,38,0,1,1,0,55
"G11000100016105","G11000100016",12,79,0,0,0,0,91
"G11000100016109","G11000100016",15,69,2,0,0,1,87
"G11000100016110","G11000100016",15,48,0,0,0,6,69
"G11000100016111","G11000100016",8,30,0,0,0,1,39
"G11000100016112","G11000100016",4,23,0,0,0,1,28
"G11000100016114","G11000100016",5,42,0,3,3,0,53
"G11000100016115","G11000100016",13,18,0,1,1,0,33
"G11000100016118","G11000100016",2,39,0,0,0,0,41
